"season","Region","village","household","DogID","sex","health","hunt.HH","d.monitored","rr","ctmm.model","AKDE95","AKDEcore","speed","prop.HH","prop.village","space.model","p.space.cat","p.space.YN","np","p.speed.cat","p.speed.YN","nv"
"Wet","Sarh.E","Marabodokouya","MAR27","MAR27A","F","Poor",NA,11,"Y","OUF anisotropic",3476135,329645,1.14,78,82,"OUF anisotropic harmonic 6","24hr",1,38,"24hr",1,12.82
"Wet","Sarh.E","Marabodokouya","MAR28","MAR28A","F","Moderate","Y",12,"Y","OUF anisotropic",443857,41060,1.56,79,88,"OUF anisotropic harmonic 4","24hr",1,39.22,"12hr",1,4.23
"Wet","Sarh.E","Marabodokouya","MAR34","MAR34A","M","Good","Y",39,"Y","OU anisotropic",177702,23177,NA,84,93,"OUF anisotropic harmonic 1","3hr",1,15.34,NA,NA,0
"Wet","Sarh.E","Marabodokouya","MAR35","MAR35A","F","Moderate","Y",9,"Y","OUF anisotropic",1554847,336696,1.79,55,67,"OUF anisotropic harmonic 1","None",0,NA,"12hr",1,3.2
"Wet","Sarh.E","Marabodokouya","MAR35","MAR35B","M","Good","Y",11,"Y","OUF anisotropic",17463149,4344835,1.24,34,48,"OUF anisotropic harmonic 3","None",0,NA,"12hr",1,15.11
"Wet","Sarh.E","Marabodokouya","MAR36","MAR36A","M","Moderate","Y",28,"Y","OUF anisotropic",73197,11491,1.39,66,97,"OUF anisotropic harmonic 2","24hr",1,20.6,"24hr",1,0.74
"Wet","Sarh.E","Marabodokouya","MAR37","MAR37A","M","Moderate","Y",19,"Y","OUF anisotropic",10600182,1913390,2.31,NA,NA,"OUF anisotropic harmonic 7","24hr",1,44.66,"6hr",1,12.94
"Wet","Sarh.E","Marabodokouya","MAR38","MAR38A","F","Poor","N",46,"Y","OUF anisotropic",7183,1073,0.46,96,98,"OUF anisotropic harmonic 1","None",0,NA,"24hr",1,0.14
"Wet","Sarh.E","Marabodokouya","MAR39","MAR39D","F","Moderate","Y",16,"Y","OU anisotropic",79115,16612,NA,82,96,"OUF anisotropic harmonic 1","None",0,NA,NA,NA,0
"Wet","Sarh.E","Marabodokouya","MAR39","MAR39A","M","Poor","Y",39,"Y","OUF anisotropic",686147,65659,0.97,80,87,"OUF anisotropic harmonic 7","24hr",1,24.9,"24hr",1,5.88
"Wet","Sarh.E","Marabodokouya","MAR39","MAR39C","M","Moderate","Y",42,"Y","OU anisotropic",92423,18253,NA,68,88,"OUF anisotropic harmonic 2","24hr",1,14.3,NA,NA,0
"Wet","Sarh.E","Marabodokouya","MAR41","MAR41A","M","Poor","Y",42,"Y","OU anisotropic",84303,20981,NA,84,99,"OU anisotropic harmonic 2","None",0,NA,NA,NA,NA
"Wet","Sarh.E","Marabodokouya","MAR42","MAR42A","F","Poor","Y",48,"Y","OUF anisotropic",2018255,393406,1.3,52,58,"OUF anisotropic harmonic 7","None",0,NA,"24hr",1,9.46
"Wet","Sarh.E","Marabodokouya","MAR43","MAR43A","F","Poor","N",31,"Y","OUF anisotropic",198234,18547,0.92,58,89,"OUF anisotropic harmonic 5","24hr",1,41.12,"24hr",1,4.12
"Wet","Sarh.E","Marabodokouya","MAR44","MAR44A","F","Poor","N",47,"Y","OUF anisotropic",4631309,498635,0.96,62,73,"OUF anisotropic harmonic 3","None",0,NA,"24hr",1,10.62
"Wet","Sarh.E","Marabodokouya","MAR45","MAR45A","M","Poor","N",25,"Y","OUF anisotropic",324418,55479,0.75,67,92,"OUF anisotropic harmonic 2","None",0,NA,"24hr",1,3.25
"Wet","Sarh.E","Marabodokouya","MAR46","MAR46A","M","Moderate","Y",46,"Y","OUF anisotropic",281368,58011,0.88,61,91,"OUF anisotropic harmonic 4","None",0,NA,"24hr",1,3.61
"Wet","Sarh.E","Marabodokouya","MAR47","MAR47A","M","Good","Y",36,"Y","OUF anisotropic",8658893,1475746,0.89,57,87,"OUF anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.E","Marabodokouya","MAR48","MAR48A","M","Poor","Y",46,"Y","OUF anisotropic",196329,43473,0.68,80,95,"OUF anisotropic harmonic 3","None",0,NA,"24hr",1,3.49
"Wet","Sarh.E","Marabodokouya","MAR49","MAR49A","M",NA,NA,36,"Y","OUF anisotropic",3665482,812785,1.27,23,26,"OUF anisotropic harmonic 4","None",0,NA,"3hr",1,9.01
"Wet","Guelendeng","Medegue","MED01","MED01A","F","Good","N",13,"Y","OU anisotropic",363648,77093,NA,0,88,"OU anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Guelendeng","Medegue","MED02","MED02A","F","Moderate","N",23,"Y","OU anisotropic",570060,113325,NA,64,76,"OU anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Guelendeng","Medegue","MED03","MED03A","M","Moderate","N",22,"Y","OUF anisotropic",6059666,1249549,1.99,43,81,"OUF anisotropic harmonic 4","None",0,NA,"24hr",1,6.64
"Wet","Guelendeng","Medegue","MED04","MED04A","F",NA,"N",40,"Y","OUF anisotropic",2998933,414780,1.51,57,71,"OUF anisotropic harmonic 5","24hr",1,51.77,"6hr",1,10.52
"Wet","Guelendeng","Medegue","MED05","MED05A","M","Moderate","N",63,"Y","OUF anisotropic",830183,118690,2.38,59,80,"OUF anisotropic harmonic 4","None",0,NA,"24hr",1,2.47
"Wet","Guelendeng","Medegue","MED06","MED06B","M","Poor","N",48,"Y","OUF anisotropic",2183942,349025,1.49,60,69,"OUF anisotropic harmonic 6","24hr",1,62.18,"24hr",1,14.61
"Wet","Guelendeng","Medegue","MED06","MED06A","F","Moderate","N",24,"Y","OUF anisotropic",2010451,297475,2.92,60,71,"OUF anisotropic harmonic 6","24hr",1,61.05,"6hr",1,7.12
"Wet","Guelendeng","Medegue","MED07","MED07A","F","Poor","N",65,"Y","OUF anisotropic",708099,104559,1,69,86,"OUF anisotropic harmonic 4","24hr",1,31.24,"24hr",1,6.21
"Wet","Guelendeng","Medegue","MED08","MED08B","M",NA,"N",20,"Y","OU anisotropic",354042,64033,NA,73,88,"OUF anisotropic harmonic 3","None",0,NA,NA,NA,0
"Wet","Guelendeng","Medegue","MED11","MED11A","F","Moderate","Y",27,"Y","OUF anisotropic",1764516,247124,1.11,67,77,"OUF anisotropic harmonic 6","24hr",1,48.04,"6hr",1,12.59
"Wet","Guelendeng","Medegue","MED13","MED13C","F",NA,"N",60,"Y","OUF anisotropic",2468427,317739,1.72,76,82,"OUF anisotropic harmonic 1","None",0,NA,"24hr",1,0.83
"Wet","Guelendeng","Medegue","MED13","MED13D","M","Poor","N",23,"Y","OUF anisotropic",4065036,770328,2.05,49,59,"OUF anisotropic harmonic 4","24hr",1,44.95,"24hr",1,8.77
"Wet","Guelendeng","Medegue","MED13","MED13A","F",NA,"N",63,"Y","OUF anisotropic",650086,63813,2.03,70,75,"OUF anisotropic harmonic 7","24hr",1,57.79,"24hr",1,4.57
"Wet","Guelendeng","Medegue","MED15","MED15D","M","Moderate","N",41,"Y","OU anisotropic",25907,4334,NA,73,78,"OU anisotropic harmonic 6","24hr",1,43.19,NA,NA,NA
"Wet","Guelendeng","Medegue","MED15","MED15B","M","Moderate","N",22,"Y","OUF anisotropic",840346,76936,1.5,75,85,"OUF anisotropic harmonic 5","24hr",1,42.13,"24hr",1,6.64
"Wet","Guelendeng","Medegue","MED15","MED15A","F","Moderate","N",64,"Y","OUF anisotropic",37827,6557,1.01,81,88,"OUF anisotropic harmonic 5","24hr",1,19.93,"24hr",1,2.32
"Wet","Guelendeng","Medegue","MED17","MED17A","M","Good","N",64,"Y","OU anisotropic",398975,80573,NA,54,91,"OU anisotropic harmonic 1","24hr",1,14.97,NA,NA,NA
"Wet","Guelendeng","Medegue","MED17","MED17B","F","Moderate","N",23,"Y","OUF anisotropic",44327,7945,1.06,89,94,"OUf anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Guelendeng","Medegue","MED18","MED18C","M","Moderate","N",41,"Y","OUF anisotropic",58869,9721,1.68,65,96,"OUF anisotropic harmonic 12","None",0,NA,"24hr",1,4.42
"Wet","Guelendeng","Medegue","MED18","MED18B","M","Moderate","N",62,"Y","OUF anisotropic",86310,17045,1.22,42,95,"OUF anisotropic harmonic 3","24hr",1,20.56,"6hr",1,1.1
"Wet","Guelendeng","Medegue","MED20","MED20A","M","Moderate","N",33,"Y","OU anisotropic",50267,11019,NA,91,97,"OUF anisotropic harmonic 3","None",0,NA,NA,NA,0
"Wet","Guelendeng","Medegue","MED21","MED21A","F","Poor","Y",63,"Y","OUF anisotropic",23206,5380,0.59,91,98,"OUF anisotropic harmonic 5","None",0,NA,"12hr",1,2.66
"Wet","Guelendeng","Medegue","MED22","MED22A","M","Moderate","N",32,"Y","OUF anisotropic",569537,91760,1.04,72,87,"OUF anisotropic harmonic 2","24hr",1,13.06,"12hr",1,2.34
"Wet","Guelendeng","Medegue","MED23","MED23A","M","Poor","Y",7,"Y","OU anisotropic",1701553,297829,NA,67,83,"OU anisotropic harmonic 1","None",0,NA,NA,NA,NA
"Wet","Guelendeng","Medegue","MED24","MED24B","F","Moderate","N",57,"Y","OU anisotropic",113829,9309,NA,66,86,"OU anisotropic harmonic 4","24hr",1,14.84,NA,NA,NA
"Wet","Guelendeng","Medegue","MED25","MED25A","F","Moderate","N",47,"Y","OUF anisotropic",481878,47677,1.07,56,62,"OUF anisotropic harmonic 2","24hr",1,18.74,"24hr",1,1.84
"Wet","Guelendeng","Medegue","MED26","MED26A","M","Moderate","N",41,"Y","OUF anisotropic",74331,12506,1.4,75,96,"OUF anisotropic harmonic 3","None",0,NA,"24hr",1,1.05
"Wet","Sarh.W","Ngakedji","NGK01","NGK01A","F","Good","N",38,"Y","OUF anisotropic",629585,95352,1.63,65,85,"OUF anisotropic harmonic 5","24hr",1,36.04,"24hr",1,3.45
"Wet","Sarh.W","Ngakedji","NGK03","NGK03A","M","Good","N",35,"Y","OU anisotropic",16011,1971,NA,90,99,"OU anisotropic harmonic 1","24hr",1,17.56,NA,NA,NA
"Wet","Sarh.W","Ngakedji","NGK04","NGK04A","F","Poor","N",38,"Y","OU anisotropic",122545,18391,NA,68,97,"OU anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.W","Ngakedji","NGK05","NGK05B","F","Moderate","N",5,"Y","OU anisotropic",16217,3539,NA,69,99,"OU anisotropic harmonic 1","12hr",1,21.05,NA,NA,NA
"Wet","Sarh.W","Ngakedji","NGK07","NGK07A","F","Moderate","N",35,"Y","OU anisotropic",22811,2836,NA,86,98,"OU anisotropic harmonic 5","None",0,NA,NA,NA,NA
"Wet","Sarh.W","Ngakedji","NGK09","NGK09B","M","Poor","Y",39,"Y","OUF anisotropic",579382,119090,1.1,82,93,"OUF anisotropic harmonic 1","None",0,NA,"6hr",1,1.98
"Wet","Sarh.W","Ngakedji","NGK10","NGK10A","M","Poor","Y",24,"N","OU anisotropic",1646826,327109,NA,44,84,"OU anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.W","Ngakedji","NGK11","NGK11B","M","Moderate","Y",35,"Y","OUF anisotropic",99815,9973,0.71,83,89,"OUF anisotropic harmonic 1","12hr",1,15.89,"24hr",1,0.79
"Wet","Sarh.W","Ngakedji","NGK12","NGK12A","F","Poor","N",36,"Y","OUF anisotropic",849935,217230,0.62,37,96,"OUF anisotropic harmonic 5","None",0,NA,"12hr",1,7.12
"Wet","Sarh.W","Ngakedji","NGK13","NGK13A","F","Moderate","N",36,"Y","OU anisotropic",30838,4182,NA,71,95,"OU anisotropic harmonic 2","None",0,NA,NA,NA,NA
"Wet","Sarh.W","Ngakedji","NGK18","NGK18B","M",NA,"Y",36,"Y","OU anisotropic",8601,1378,NA,90,99,"OUF anisotropic harmonic 3","6hr",1,12.99,NA,NA,0
"Wet","Sarh.W","Ngakedji","NGK19","NGK19A","M","Poor","N",39,"N","OU anisotropic",2067221,625280,NA,3,91,"OU anisotropic harmonic 0","None",0,NA,"None",0,NA
"Wet","Sarh.W","Ngakedji","NGK22","NGK22A","M","Good","Y",22,"Y","OUF anisotropic",2245995,506287,1.42,50,73,"OUF anisotropic harmonic 4","None",0,NA,"24hr",1,7.12
"Wet","Sarh.W","Ngakedji","NGK24","NGK24B","F","Moderate","N",38,"Y","OUF anisotropic",251504,54997,1.12,26,75,"OUF anisotropic harmonic 6","24hr",1,30.05,"12hr",1,4.18
"Wet","Sarh.W","Ngakedji","NGK24","NGK24A","F","Moderate","N",39,"Y","OUF anisotropic",160089,30379,1.25,44,83,"OUF anisotropic harmonic 2","24hr",1,22.58,"12hr",1,1.29
"Wet","Sarh.E","Marabodokouya","RIN02","RIN02A","F",NA,"N",52,"Y","OUF anisotropic",20080,3447,0.83,78,97,"OUF anisotropic harmonic 3","24hr",1,10.36,"12hr",1,0.48
"Wet","Sarh.E","Marabodokouya","RIN02","RIN02B","F","Moderate","N",9,"N","OU anisotropic",194990,30018,NA,62,81,"OU anisotropic harmonic 0","None",0,NA,"None",0,NA
